C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.418099838,0.216084954,0.451384657,0.599113042,0.407997632,0.09674049,0.133998589,0.091515927,0.123190856,0.123369964,0.681734043,1
0.504248938,0.212179044,0.382710069,0.578366293,0.428242489,0.125362639,0.127105667,0.107977429,0.120264195,0.096489719,0.638977013,1
0.502446777,0.187432453,0.314161807,0.521575323,0.457054417,0.202081033,0.104815353,0.10630105,0.121598148,0.116594994,0.570336145,1
0.483975723,0.172891519,0.221170688,0.402853286,0.438949242,0.209654125,0.074289553,0.079839839,0.117760059,0.067306847,0.618654827,1
0.451301646,0.152465836,0.154967642,0.267200163,0.387251991,0.173979434,0.045415024,0.051460941,0.097017222,0.046247124,0.604704279,1
0.557890438,0.15965824,0.134926178,0.163634995,0.325992472,0.153213272,0.029657825,0.067772005,0.092877849,0.062362472,0.591751894,1
0.497239625,0.23860339,0.193304379,0.237083299,0.368132591,0.147060409,0.074295312,0.105553907,0.114024949,0.079276526,0.644113426,1
0.575584916,0.279581903,0.267537502,0.430373879,0.463579618,0.140625896,0.127942848,0.156577978,0.134299348,0.083175581,0.679346721,1
0.62220183,0.293228126,0.313750624,0.523818451,0.471269851,0.172019718,0.121982504,0.146459231,0.122800327,0.098872714,0.699524252,1
0.59093104,0.288134136,0.388794788,0.64903819,0.549801438,0.232125685,0.132655978,0.134099746,0.122189585,0.165076115,0.67589985,1
0.69914871,0.307799649,0.372482546,0.666566105,0.574800628,0.227620031,0.127298788,0.122403345,0.136540605,0.109142377,0.577933674,1
0.662963849,0.30255842,0.345341283,0.603078923,0.5629082,0.214341085,0.105950411,0.146375668,0.152198603,0.104238257,0.578562304,1
0.624395487,0.330167401,0.38992261,0.532684473,0.55308397,0.263102361,0.070327825,0.152230109,0.144164151,0.159487719,0.557181027,1
0.565176631,0.339121771,0.429270156,0.454048275,0.524236217,0.319405414,0.059063764,0.142008843,0.168948102,0.144245655,0.683473144,1
0.560667378,0.340382267,0.447669069,0.428974715,0.485399369,0.331326757,0.078181315,0.139299496,0.151394207,0.126149133,0.627914768,1
0.606351591,0.328002802,0.404063711,0.465302456,0.475066154,0.290784677,0.10954484,0.100483996,0.116156318,0.105043155,0.588302071,1
0.596277609,0.301148331,0.426785367,0.556054501,0.52808586,0.280700466,0.130664926,0.107997158,0.12414556,0.137407162,0.534270014,1
0.593636698,0.310014312,0.446840402,0.646908116,0.567324925,0.261385188,0.12779571,0.11331026,0.128665746,0.133504078,0.503834293,1
0.494057752,0.263526213,0.449593676,0.68975304,0.55170749,0.190293142,0.111940804,0.092282408,0.150046475,0.170370383,0.667873556,1
0.562685498,0.2831008,0.445926581,0.70889439,0.546620695,0.095173453,0.101739253,0.081492709,0.127842856,0.18231731,0.62917106,1
0.587882262,0.278889445,0.429248955,0.657434253,0.526903513,0.107522028,0.109715929,0.070227221,0.131752482,0.18248707,0.61266181,1
0.515710296,0.233295597,0.41499249,0.59010941,0.501489603,0.210380169,0.14277378,0.082758275,0.128866646,0.144923864,0.691570629,1
0.487354232,0.176999663,0.381890817,0.581729954,0.47073596,0.286357121,0.179538053,0.115818232,0.121401305,0.087889938,0.638166122,1
0.469281238,0.210305567,0.391286657,0.625425452,0.418548189,0.309067078,0.202674357,0.164826009,0.141864732,0.053446202,0.612020104,1
0.543322968,0.260812099,0.400892989,0.621004994,0.315491174,0.280684513,0.203423078,0.166597521,0.141511081,0.061114768,0.59345788,1
0.554374583,0.268418923,0.46469928,0.572887692,0.183898775,0.229869045,0.191919165,0.149874667,0.147678577,0.101701293,0.611931249,1
0.598299078,0.330225418,0.541063176,0.537315866,0.170328921,0.233812967,0.212020867,0.168550358,0.140508958,0.119030501,0.604680942,1
0.661675637,0.435120646,0.575560892,0.483061983,0.244238476,0.250697768,0.199193205,0.1614645,0.101789845,0.096360634,0.656757366,1
0.781450577,0.528834155,0.573156647,0.450794857,0.302336726,0.223313319,0.173367902,0.125592822,0.089834551,0.094180521,0.680833313,1
0.823760792,0.537985055,0.559425433,0.508247036,0.37339819,0.179427513,0.160031821,0.093430919,0.101978294,0.074341516,0.651573039,1
0.90477828,0.56746806,0.522152961,0.553334037,0.436960795,0.159526077,0.179055919,0.070785154,0.110350746,0.105706993,0.671989591,1
0.944321622,0.561282673,0.438843349,0.553306932,0.468368335,0.107926569,0.191183621,0.1286006,0.158458997,0.149663362,0.617808834,1
0.92215656,0.556252828,0.389711866,0.569473835,0.50487274,0.104375454,0.230191022,0.206148054,0.190501319,0.143232649,0.608108631,1
0.962713392,0.530719041,0.306538231,0.533655192,0.493978417,0.127054026,0.245255692,0.266665058,0.222396185,0.122580861,0.667223096,1
0.944197923,0.485577027,0.256401695,0.496533289,0.469584712,0.205038086,0.242379277,0.316926647,0.224363748,0.057501156,0.6155617,1
0.870671057,0.427054627,0.25946278,0.488490607,0.447645947,0.231722304,0.262825436,0.358638865,0.247022178,0.069772464,0.647302977,1
0.807684617,0.35906901,0.318280808,0.525165303,0.431146637,0.222994855,0.310006873,0.404313205,0.289504444,0.140875801,0.682176165,1
0.812855684,0.356818285,0.337174959,0.552736306,0.412955641,0.16014597,0.319781033,0.409805195,0.355083649,0.195215403,0.676318349,1
0.784518601,0.316210981,0.349536565,0.602436438,0.472928045,0.176340348,0.330696763,0.430611945,0.417441294,0.286569169,0.698793833,1
0.776003677,0.281359206,0.311895289,0.608744065,0.568879799,0.286815694,0.325672017,0.41840476,0.479038852,0.300227759,0.699988517,1
0.768368534,0.273807462,0.200839921,0.528642195,0.603163272,0.376362339,0.284813205,0.364013261,0.471319671,0.287219574,0.619823156,1
0.704751662,0.233065848,0.171053864,0.531218187,0.614266592,0.392382204,0.248966575,0.325176657,0.470626563,0.205846423,0.630384019,1
0.652055688,0.188838344,0.266780732,0.636111981,0.635197253,0.350778801,0.277096736,0.338702758,0.406998075,0.144515473,0.613057293,1
0.657086124,0.168250864,0.330319776,0.70483013,0.619508789,0.37074747,0.309323099,0.3483746,0.340069059,0.138840505,0.573682641,1
0.659121124,0.206255527,0.364763039,0.807501038,0.644913659,0.405667372,0.364605412,0.385097662,0.276839519,0.165036133,0.59714225,1
0.63392482,0.188845239,0.42797475,0.92565807,0.66927037,0.412111472,0.427683001,0.400949598,0.226609706,0.163694318,0.672969717,1
0.70086889,0.210606463,0.500693627,0.999135486,0.671391249,0.406493464,0.433262709,0.363399406,0.176007651,0.172686112,0.694643261,1
0.681899548,0.169898896,0.595176789,1,0.658010422,0.419106994,0.363317789,0.278995394,0.174296153,0.193184734,0.672250831,0.991003995
0.6839836,0.172935114,0.680545048,0.963141651,0.644329742,0.487382924,0.328299198,0.244461894,0.213807366,0.188607143,0.694430618,1
0.754188786,0.261750683,0.683967601,0.865302781,0.604327296,0.48493295,0.292076665,0.192621253,0.210158915,0.206676641,0.720749779,1
0.796233356,0.337587773,0.654250167,0.796882458,0.602151656,0.437170044,0.247358715,0.137463842,0.20459882,0.213520953,0.677286236,1
0.808295692,0.371760667,0.634210272,0.795310716,0.641822467,0.369248272,0.213489298,0.131405155,0.196117171,0.218852491,0.698329893,1
0.874702799,0.456706155,0.584725325,0.814232872,0.691187566,0.347490113,0.199373676,0.152636074,0.187210339,0.192189757,0.718499464,1
0.969328027,0.551871719,0.520905743,0.798050765,0.740841326,0.339730556,0.166938807,0.183009354,0.15446104,0.167226017,0.677559725,1
1,0.59993576,0.41639331,0.71790695,0.707565688,0.332403466,0.11860888,0.206900087,0.127240009,0.126069093,0.609353249,0.95406225
1,0.614350316,0.359395227,0.601100148,0.587952778,0.298053377,0.117201827,0.208946827,0.091734769,0.104189404,0.533115338,0.884545863
1,0.608495773,0.33118424,0.548642646,0.476896543,0.270491935,0.176374955,0.219656533,0.080400589,0.058641355,0.517451455,0.871517573
1,0.593517705,0.30230831,0.4965641,0.384587476,0.253639438,0.226309916,0.245464969,0.130230079,0.044395254,0.512758123,0.873835303
1,0.582841536,0.363754994,0.442333614,0.253384728,0.268787414,0.295758612,0.274005195,0.137425988,0.092168524,0.566813582,0.906104072
1,0.589608789,0.409576231,0.386593639,0.195757369,0.270999051,0.343739291,0.291402872,0.176333297,0.136730506,0.486218775,0.909029058
0.932834477,0.567947577,0.377394349,0.365346853,0.224174536,0.268003165,0.358055849,0.31305153,0.194316161,0.120263862,0.600774522,1
0.874415586,0.530247693,0.2842216,0.297618069,0.179707066,0.227658219,0.272608505,0.215962306,0.200971542,0.153394566,0.603077762,1
0.701006256,0.244990702,0.170947661,0.141575357,0.084557187,0.10270492,0.067247097,0.088854651,0.11489846,0.14122785,0.586663589,1
0.652663541,0.181081812,0.09526085,0.072271646,0.057324828,0.041552281,0.03454356,0.040018559,0.078927458,0.110341485,0.542455891,1
0.526061317,0.108600554,0.064172386,0.053574267,0.054773396,0.033667664,0.020404696,0.023878553,0.060515195,0.087003972,0.572128573,1
0.516601498,0.113047603,0.055044651,0.053395405,0.058483145,0.040849322,0.025796126,0.036165589,0.051530896,0.067008582,0.603097296,1
0.497172119,0.098380606,0.053103872,0.0534146,0.057036907,0.04245345,0.039113464,0.052589455,0.045962465,0.06713372,0.587583144,1
0.468138355,0.101394303,0.065848975,0.062870472,0.059650525,0.046235113,0.053520979,0.077531633,0.080235121,0.083319577,0.636138993,1
0.525316779,0.148410814,0.073615329,0.054781683,0.046000545,0.025392645,0.04927295,0.071163155,0.101380164,0.087869014,0.580832511,1
0.503990558,0.124052392,0.084162854,0.042926373,0.046924108,0.028576236,0.039587403,0.064579073,0.116413493,0.067040872,0.597387979,1
0.45478886,0.096796997,0.091039679,0.032885143,0.054584758,0.054012958,0.046781433,0.07688849,0.121937127,0.11318628,0.643011705,1
0.518885139,0.156872501,0.118773349,0.060097993,0.05397646,0.083808433,0.08618768,0.057694257,0.124665079,0.116218745,0.611552789,1
0.489070365,0.207487646,0.197683049,0.129885366,0.038821297,0.126710282,0.146088341,0.12083606,0.14194929,0.089728228,0.626677168,1
0.513263696,0.316047957,0.316827862,0.221473257,0.12023876,0.204197214,0.193219137,0.178548344,0.159444434,0.091563768,0.619777589,1
0.589180517,0.3639845,0.356106608,0.268426824,0.222941866,0.255671049,0.157619874,0.187214729,0.116152315,0.157305653,0.693233092,1
0.652852144,0.372171596,0.341586392,0.271947619,0.283660841,0.298019578,0.08415106,0.177158881,0.170629002,0.187312555,0.69041777,1
0.590991578,0.456545793,0.364086402,0.30258564,0.333355167,0.43253512,0.232914087,0.216236136,0.172510511,0.357227199,0.842267194,1
0.595257959,0.588136759,0.310279865,0.266914602,0.291436523,0.476712334,0.413586741,0.283013304,0.234290269,0.425038444,0.968874986,1
0.602390854,0.605628108,0.355117085,0.233981382,0.272847027,0.341012875,0.453970337,0.392953542,0.268526744,0.354686619,0.945995074,1
0.454950093,0.425648686,0.372266099,0.277834167,0.217616435,0.188969753,0.269373086,0.324802092,0.258357575,0.238284147,0.856763452,1
0.578754878,0.415289619,0.400000077,0.328058823,0.240694813,0.223474052,0.161080724,0.273037335,0.23133605,0.256370517,0.801436168,1
0.54145931,0.350952855,0.3853263,0.401902361,0.346628587,0.265029185,0.092151095,0.230806014,0.233351472,0.198498151,0.817489575,1
0.528394795,0.273390802,0.312994719,0.399356423,0.347228059,0.246630683,0.144917393,0.209552918,0.213484078,0.190404031,0.756168649,1
0.608191054,0.221185705,0.267537915,0.372670529,0.257460738,0.18573132,0.161072738,0.172700399,0.237270711,0.206095096,0.56468582,1
0.572109313,0.190127233,0.294716751,0.374054261,0.201433662,0.142515905,0.161585429,0.159821676,0.30266243,0.192207826,0.588530403,1
0.508428039,0.20067324,0.343462146,0.351674194,0.180119836,0.121329718,0.156626772,0.226819404,0.290582021,0.207856062,0.617749472,1
0.544857833,0.212382349,0.38620761,0.341421989,0.110709901,0.179881152,0.135218281,0.245211828,0.258920557,0.15843531,0.62642209,1
0.603682426,0.298282514,0.413798914,0.32144071,0.161637506,0.198875359,0.093866952,0.235614713,0.226114452,0.108202307,0.584760184,1
0.785597172,0.502369134,0.502782886,0.292043338,0.256797477,0.26148763,0.195325706,0.279141437,0.239439192,0.17555717,0.534635983,1
0.794466974,0.70028366,0.650103904,0.137298683,0.386636203,0.362015322,0.253533734,0.311056216,0.309459632,0.168438184,0.61836396,1
0.843393547,0.777091493,0.672834069,0.27741152,0.449042621,0.377768894,0.197569454,0.267867698,0.262015404,0.083580517,0.633361548,1
0.826382762,0.772351865,0.567870271,0.535352264,0.52346467,0.242036637,0.143931858,0.201815776,0.142358208,0.117595778,0.635685564,1
0.839592752,0.552486486,0.19688291,0.473771123,0.42878584,0.069190211,0.170630515,0.185271196,0.117309483,0.175425077,0.66443961,1
0.696921584,0.293272785,0.084045025,0.254942969,0.235559183,0.090159137,0.098838318,0.121940049,0.116765118,0.125840892,0.527536125,1
0.535093805,0.206822076,0.156429696,0.237851462,0.226232792,0.113414152,0.060382175,0.110999751,0.13186216,0.110731113,0.564329824,1
0.533238267,0.188861833,0.214946355,0.255625391,0.21577184,0.120077839,0.022898806,0.119505739,0.124221304,0.091605973,0.604909486,1
0.475869392,0.132135893,0.243455179,0.264525754,0.17810927,0.117746594,0.064980407,0.11740725,0.091474186,0.065079826,0.58026288,1
0.499212531,0.138803244,0.263615062,0.34985897,0.289755444,0.235877947,0.113368036,0.128442239,0.120837711,0.073981119,0.582969829,1
0.560282623,0.140365341,0.192932494,0.301011301,0.30276139,0.239763268,0.075779922,0.122189793,0.131731101,0.100801829,0.606088085,1
0.53998438,0.106921681,0.123310679,0.211195824,0.246545188,0.147474933,0.101856617,0.183999411,0.179556533,0.055335483,0.5770192,1
0.489980979,0.073359795,0.082225742,0.196814265,0.246868209,0.136329186,0.160846487,0.313426316,0.238655751,0.066606644,0.554518263,1
0.467602786,0.069230067,0.065847742,0.191746568,0.27027781,0.160616921,0.234155137,0.384072987,0.237693398,0.030494948,0.568139315,1
0.423674991,0.064972215,0.07413548,0.171924008,0.267450456,0.18113548,0.199430546,0.394400359,0.231775951,0.04453023,0.643441865,1
0.438951132,0.07794548,0.105027949,0.171744284,0.295676397,0.200316327,0.24408344,0.380391141,0.202062853,0.07692223,0.651286606,1
0.458751578,0.128398918,0.143642566,0.233162323,0.362740913,0.222098248,0.246448539,0.417046829,0.213010234,0.06357181,0.600582723,1
0.443912527,0.106445369,0.218020981,0.346467992,0.469033003,0.261435903,0.342440146,0.585838078,0.324146795,0.080633027,0.587223092,1
0.548398807,0.155959051,0.270005199,0.450654025,0.537108032,0.330991818,0.49033075,0.788914524,0.432636551,0.086172328,0.48764482,1
0.469220364,0.138714445,0.303682393,0.494777671,0.529596826,0.358148128,0.538185938,0.886615267,0.453560756,0.064758552,0.553302035,1
0.453232982,0.138843552,0.310004853,0.51017708,0.477928387,0.374117284,0.621025336,0.988242998,0.470975518,0.077557793,0.636794405,1
0.482131061,0.123505064,0.290657555,0.493088613,0.507820104,0.31330374,0.602539981,1,0.500218465,0.099842581,0.561376533,0.959626589
0.470163488,0.107555573,0.29104903,0.515363576,0.522506055,0.245024914,0.545337723,0.956810482,0.535247613,0.121374085,0.58747359,1
0.447646125,0.106693899,0.255967766,0.528030601,0.528102207,0.245445433,0.469049318,0.902177558,0.519128404,0.125423933,0.620150131,1
0.483998619,0.116424754,0.227817695,0.528563888,0.538088899,0.237778093,0.438452707,0.861474291,0.466963367,0.111724877,0.568491867,1
0.453943104,0.109681219,0.208102854,0.529345017,0.544721118,0.231296714,0.504957788,0.91689709,0.472074566,0.099647153,0.594423783,1
0.486080728,0.122367949,0.204399852,0.492254425,0.504514963,0.235958077,0.50713467,0.892567454,0.457876237,0.075432952,0.677910018,1
0.519391065,0.143346523,0.217827436,0.437390765,0.433663852,0.23154036,0.433650036,0.822239922,0.459950703,0.067568481,0.613620402,1
0.522885518,0.143227944,0.227954135,0.399919192,0.405875335,0.22844524,0.468444726,0.832169994,0.472922085,0.078380839,0.543388924,1
0.472993308,0.126351823,0.219428618,0.349796836,0.351518226,0.160115582,0.501225059,0.853748734,0.463535455,0.119156103,0.615728629,1
0.513305652,0.100544214,0.209173793,0.317427845,0.342332785,0.173259654,0.483184061,0.834556828,0.451434877,0.132913185,0.617485454,1
0.533854217,0.120026913,0.213162039,0.276383029,0.330493255,0.203909885,0.434623323,0.766434623,0.432808185,0.155906519,0.59816475,1
0.458821251,0.155920616,0.216600348,0.253090745,0.323977265,0.190960438,0.409710911,0.76097266,0.441126933,0.138375086,0.64532296,1
0.487813806,0.182444511,0.19272307,0.23695716,0.276477892,0.161763039,0.382738541,0.700880346,0.437261565,0.132985605,0.618289285,1
0.549273087,0.181795958,0.163392823,0.238511814,0.248084256,0.117126155,0.340444122,0.631115958,0.357773585,0.088065345,0.556379727,1
0.542127872,0.16708329,0.121313337,0.219191124,0.221106658,0.115256622,0.293923663,0.537681127,0.309348377,0.081853341,0.550020324,1
0.469602153,0.123539022,0.105273373,0.232083087,0.254445353,0.127656414,0.281225211,0.494548532,0.279115152,0.082669952,0.579818458,1
0.525283921,0.107309248,0.099922732,0.230228541,0.266860229,0.159878682,0.22663697,0.411801767,0.260947942,0.091423924,0.528679838,1
0.494482027,0.092069514,0.10969265,0.23077567,0.266783738,0.12923055,0.185117339,0.35886222,0.220953199,0.066068617,0.541026627,1
0.450278192,0.113664468,0.119345012,0.226119022,0.238627213,0.125587841,0.191083337,0.386420285,0.239868096,0.072066928,0.602524604,1
0.52247207,0.115023408,0.105359717,0.208336784,0.210872234,0.094711065,0.241814018,0.419913668,0.254511634,0.058063353,0.568415381,1
0.527222906,0.105222149,0.099386651,0.183773349,0.191781828,0.090875894,0.229297293,0.421437404,0.25083838,0.094531323,0.559985852,1
0.465207969,0.09048775,0.119634954,0.199240902,0.221896488,0.112373835,0.248907745,0.435807608,0.245870722,0.074136846,0.589920075,1
0.47802193,0.095766876,0.13993479,0.211258925,0.23849974,0.135556566,0.243891964,0.468190956,0.25652321,0.072577324,0.572603478,1
0.502621287,0.10220187,0.135599357,0.216631401,0.232014621,0.114545227,0.275647429,0.499995889,0.258908361,0.062174395,0.574352619,1
0.496101786,0.109205487,0.125518507,0.219447521,0.234430825,0.121106419,0.312914094,0.550044552,0.313285227,0.066239055,0.597947965,1
0.518287097,0.131701365,0.119876819,0.206398374,0.250530166,0.140686309,0.390861155,0.585814742,0.314853779,0.067254942,0.56300367,1
0.510865551,0.142605647,0.11278799,0.195645888,0.23100617,0.135120259,0.431027519,0.66909659,0.362474153,0.065925059,0.533664815,1
0.481662722,0.135589397,0.099423498,0.176306854,0.221725423,0.136724847,0.420657673,0.749286777,0.453317836,0.093121122,0.563100282,1
0.526466658,0.137318786,0.083605611,0.187598613,0.249269964,0.136614002,0.415487728,0.777218818,0.436776593,0.08547949,0.5588304,1
0.522626455,0.13140066,0.084420911,0.18766618,0.244655251,0.115954384,0.411684697,0.750057853,0.386634668,0.080569726,0.554260681,1
0.475426732,0.114818332,0.104673023,0.212837301,0.243687605,0.119355132,0.422633287,0.764323323,0.386885606,0.050165198,0.600285579,1
0.503356999,0.130061199,0.120062839,0.239584481,0.265364417,0.137482359,0.422055687,0.788440083,0.427377457,0.075922617,0.562684082,1
0.522830295,0.144129078,0.157879752,0.252936512,0.289208131,0.163681225,0.485109035,0.813627106,0.445085071,0.072675128,0.54444865,1
0.513157979,0.155688453,0.174063535,0.241238175,0.314967958,0.204117518,0.509438774,0.821629902,0.439492065,0.07928791,0.577484158,1
0.554837285,0.188848132,0.157278639,0.210046187,0.3040467,0.21472379,0.466766174,0.822645401,0.466274987,0.093189935,0.577076848,1
0.564296701,0.203683781,0.129368473,0.169463103,0.287216808,0.171557325,0.478888583,0.84741273,0.49059744,0.105405022,0.571122291,1
0.52427093,0.191803426,0.094081054,0.206219072,0.308710328,0.149263586,0.528175114,0.940162513,0.488437464,0.078355875,0.603343222,1
0.533005526,0.179234214,0.066485866,0.236363648,0.350630049,0.190519308,0.579187723,1,0.507473781,0.060913404,0.540078002,0.971408241
0.548442024,0.167713753,0.082774364,0.233910579,0.373868387,0.220926526,0.552642148,1,0.511217963,0.087518902,0.45675834,0.932321023
0.494875066,0.144387576,0.12202826,0.249769394,0.383332569,0.210867146,0.582559,1,0.548933817,0.080980945,0.483702805,0.900491887
0.429646645,0.11816825,0.151070289,0.290283355,0.405686997,0.2066765,0.556109509,1,0.58566786,0.121030531,0.476024849,0.855521065
0.460998695,0.104055784,0.137508062,0.3127855,0.417657469,0.215715393,0.53408663,1,0.575433238,0.124080044,0.492788835,0.862798771
0.439411401,0.091894098,0.130720158,0.288034191,0.386868985,0.22362263,0.547601244,1,0.574291057,0.125576821,0.492487548,0.861316575
0.424248286,0.100405239,0.144987072,0.238458637,0.38043102,0.168589495,0.590056403,1,0.526301247,0.101269836,0.430643175,0.794851486
0.410739098,0.11388975,0.172585523,0.327425644,0.467236011,0.260444176,0.720493264,1,0.376253191,0.159407754,0.411045637,0.654416306
0.564815573,0.143446098,0.142889992,0.429878386,0.687933117,0.491742441,0.804706033,1,0.392232497,0.163499039,0.455390886,0.67564407
0.541959427,0.093428202,0.119404771,0.36462437,0.628769953,0.439093852,0.642118538,1,0.608555327,0.109035501,0.518516675,0.888847059
0.486062962,0.060564728,0.094226772,0.361740803,0.611910025,0.382763613,0.574036794,1,0.582416747,0.063873512,0.589653009,0.980422476
0.438244701,0.04408473,0.084283323,0.340831569,0.544253281,0.333190985,0.456140099,0.899941658,0.501808823,0.075594342,0.631616495,1
0.419994523,0.040384038,0.07589636,0.279863393,0.445592226,0.260542051,0.455631184,0.778944097,0.442511513,0.054449779,0.661757307,1
0.447956434,0.047146383,0.078569459,0.243525137,0.384625414,0.192915665,0.44169089,0.745477481,0.350813214,0.063780439,0.614587707,1
0.460467949,0.086605115,0.085030158,0.269009238,0.461454176,0.256428933,0.508297697,0.880597251,0.456700466,0.067156322,0.57053014,1
0.35025896,0.038332515,0.090296589,0.282335216,0.491326348,0.314586863,0.592949845,1,0.524477923,0.088352024,0.458350012,0.79454603
0.415399898,0.098701258,0.088299249,0.293868744,0.522301596,0.374023354,0.610283278,1,0.516212265,0.089578869,0.351156457,0.698582613
0.370608128,0.11978033,0.115668767,0.297959484,0.558797055,0.444469098,0.644652169,1,0.510261126,0.088506722,0.387744778,0.690450303
0.300669493,0.112562427,0.139327825,0.346302977,0.613601882,0.473697861,0.72765308,1,0.515164678,0.05715633,0.373601721,0.621273882
0.341179366,0.144059065,0.157683081,0.396067736,0.640795502,0.452914872,0.69407267,1,0.509279035,0.043914421,0.303759271,0.577927788
0.304228039,0.117413692,0.173282435,0.426157598,0.659865851,0.423538614,0.598240691,1,0.522883307,0.057462053,0.30674646,0.549935619
0.290447066,0.112123904,0.166909761,0.461473264,0.634807654,0.373990096,0.564670678,1,0.537999705,0.074625289,0.316529253,0.493536722
0.271496943,0.105369837,0.169403761,0.434721758,0.554122026,0.318632492,0.564906135,1,0.521216386,0.072971525,0.242217011,0.416075398
0.184544204,0.126280909,0.180574247,0.395600158,0.471676564,0.256483299,0.575718433,1,0.535173997,0.084479089,0.207035651,0.339066851
0.22455581,0.119197608,0.198851495,0.379195886,0.455115201,0.243038574,0.579932693,1,0.509173988,0.059734404,0.254953207,0.347017696
0.286140595,0.134429355,0.188384219,0.38660007,0.464433689,0.249673107,0.592740952,1,0.524517851,0.060913182,0.236326954,0.422768429
0.298722908,0.139416056,0.156136853,0.415533334,0.528566743,0.283044412,0.587500431,1,0.499242173,0.031224848,0.207241074,0.439203947
0.234977326,0.135846338,0.122688239,0.440130896,0.583971975,0.307658409,0.56308122,1,0.517919444,0.075749956,0.280128208,0.411201068
0.366819759,0.14277794,0.148415533,0.467663489,0.631661782,0.330006858,0.596035636,1,0.527047514,0.082314726,0.29697367,0.477168761
0.446469447,0.213181946,0.176180477,0.467684041,0.648586692,0.375034085,0.530773638,1,0.529566825,0.076494969,0.332569834,0.581494821
0.363656089,0.246052968,0.169726129,0.447561975,0.664395288,0.31100236,0.559750343,1,0.565974349,0.08851691,0.356267498,0.58391045
0.407970536,0.27138866,0.165984181,0.431070873,0.611994183,0.264122769,0.566342872,1,0.561411536,0.100290893,0.36303354,0.610516449
0.519133268,0.281585865,0.236229621,0.491310361,0.64668344,0.317758202,0.554885939,1,0.55822657,0.077426105,0.426598329,0.805026182
